Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
171.0,4811.0,7069.0,,37.0,Married,1.0,,3.0,0.45,19026.0,5781.0,19730.0,24.0,Business,Urban,Graduate,Female,Private,No
172.0,16243.0,920.0,Unemployed,26.0,Married,2.0,703.0,0.0,0.39,1133.0,21448.0,5576.0,,Business,Rural,Graduate,Female,Government,
173.0,8546.0,8190.0,Salaried,53.0,Married,2.0,679.0,3.0,0.3,14771.0,46641.0,33862.0,36.0,Car,Rural,Not Graduate,Male,Private,No
174.0,3986.0,3430.0,Salaried,25.0,Single,0.0,611.0,0.0,0.28,6039.0,22446.0,37546.0,12.0,Home,Rural,Graduate,Male,,No
175.0,10338.0,4435.0,Self-employed,48.0,Married,0.0,552.0,3.0,0.21,10993.0,12043.0,28422.0,84.0,Home,Urban,Graduate,Female,Private,No
176.0,13411.0,3760.0,Salaried,34.0,Married,0.0,723.0,1.0,0.43,2015.0,20853.0,22595.0,24.0,Business,Semiurban,Graduate,Male,Private,No
177.0,4911.0,2050.0,Salaried,25.0,Single,1.0,617.0,1.0,0.59,19542.0,21079.0,11184.0,72.0,Business,Urban,Graduate,Female,,No
178.0,3734.0,1165.0,Self-employed,53.0,Single,,574.0,2.0,0.19,10476.0,18101.0,18131.0,12.0,Personal,Urban,Graduate,,Private,No
179.0,10680.0,8567.0,Salaried,39.0,Married,1.0,,4.0,0.4,,1642.0,37759.0,72.0,,Semiurban,Graduate,Female,Private,No
180.0,7759.0,2033.0,Unemployed,42.0,Single,0.0,,0.0,0.31,17836.0,,,84.0,Personal,Rural,Not Graduate,Male,Private,No
181.0,4385.0,6467.0,Salaried,25.0,Married,2.0,780.0,1.0,0.32,4339.0,19932.0,3139.0,84.0,Business,Rural,Graduate,Male,Government,No
182.0,13111.0,145.0,Salaried,22.0,Married,0.0,,3.0,0.23,2350.0,45653.0,39066.0,12.0,Education,Rural,Graduate,Female,Self,No
183.0,6736.0,4388.0,Salaried,50.0,Single,0.0,712.0,1.0,0.51,19655.0,25945.0,8191.0,,Home,Rural,Graduate,Female,Private,No
184.0,3802.0,7832.0,Contract,,Married,2.0,604.0,0.0,0.34,19373.0,,,60.0,Personal,Urban,Not Graduate,Male,Private,No
185.0,10155.0,8623.0,Salaried,24.0,Married,0.0,764.0,1.0,0.37,7110.0,14397.0,19691.0,12.0,Home,Semiurban,Graduate,,MNC,No
186.0,10120.0,8896.0,Self-employed,53.0,Married,0.0,686.0,1.0,0.25,1683.0,26362.0,25775.0,48.0,Business,Urban,Graduate,Female,MNC,No
187.0,8616.0,8173.0,Salaried,33.0,,1.0,679.0,4.0,0.19,11044.0,48842.0,2012.0,84.0,Personal,Urban,Graduate,Male,Private,Yes
188.0,16257.0,2632.0,Contract,40.0,Married,1.0,738.0,3.0,0.14,8627.0,47539.0,38447.0,36.0,Home,Semiurban,Graduate,Female,Government,Yes
189.0,16486.0,4494.0,Salaried,27.0,Single,2.0,795.0,2.0,0.46,12091.0,34717.0,14132.0,84.0,Business,Semiurban,Graduate,Male,Private,No
190.0,18646.0,8056.0,Salaried,35.0,Married,,590.0,4.0,0.2,7908.0,24016.0,12246.0,48.0,Home,Semiurban,Not Graduate,Male,Private,No
191.0,16075.0,7511.0,Self-employed,43.0,Single,1.0,721.0,1.0,0.45,,15732.0,30766.0,36.0,Business,,Graduate,Male,Private,
192.0,11208.0,1828.0,Salaried,34.0,Married,0.0,613.0,0.0,0.3,12031.0,27911.0,8455.0,84.0,Car,Urban,Graduate,Female,Government,No
193.0,18371.0,4805.0,Salaried,43.0,Single,0.0,580.0,1.0,0.31,17797.0,18866.0,20926.0,48.0,Personal,Urban,Graduate,Female,Private,No
194.0,13835.0,806.0,Contract,39.0,Single,2.0,785.0,1.0,0.33,5354.0,43607.0,16623.0,48.0,,Urban,Graduate,Male,MNC,Yes
195.0,15168.0,7486.0,Salaried,49.0,Single,2.0,596.0,0.0,0.28,18871.0,28621.0,30680.0,84.0,Car,Urban,Graduate,Female,Government,No
196.0,4049.0,8202.0,Self-employed,40.0,,0.0,679.0,4.0,0.15,18877.0,13823.0,28172.0,84.0,Personal,Semiurban,Not Graduate,,Private,No
197.0,7423.0,1868.0,Salaried,,Married,1.0,645.0,3.0,0.25,,30986.0,29794.0,72.0,Personal,Rural,Not Graduate,,Self,No
198.0,16589.0,7878.0,,44.0,Married,0.0,759.0,1.0,0.43,8925.0,15690.0,30983.0,,Home,Semiurban,Not Graduate,Male,Private,No
199.0,9158.0,5690.0,Salaried,38.0,Single,,626.0,2.0,0.43,7878.0,40107.0,28402.0,12.0,Personal,Semiurban,Not Graduate,Male,Private,No
200.0,12248.0,7827.0,Salaried,30.0,Single,0.0,659.0,3.0,0.24,17863.0,11956.0,5105.0,36.0,Business,Urban,Graduate,Male,Private,Yes
201.0,9400.0,5429.0,Unemployed,28.0,Married,0.0,618.0,4.0,0.33,13925.0,22303.0,25960.0,60.0,Education,Rural,Graduate,Female,Private,No
202.0,11874.0,3564.0,Contract,46.0,,1.0,607.0,3.0,0.2,14359.0,37533.0,4758.0,84.0,Education,Urban,Graduate,Male,,Yes
203.0,17151.0,1389.0,Salaried,49.0,Married,1.0,655.0,2.0,0.21,3686.0,30674.0,31939.0,72.0,Personal,Rural,Graduate,Female,Private,No
204.0,3154.0,7274.0,Salaried,30.0,Single,1.0,593.0,3.0,0.11,17203.0,36595.0,11211.0,12.0,Business,Rural,Not Graduate,Female,Private,Yes
205.0,6499.0,824.0,Contract,37.0,Married,0.0,623.0,2.0,0.55,2412.0,3058.0,27294.0,12.0,Business,Rural,Not Graduate,Female,Private,
206.0,8295.0,2265.0,Salaried,22.0,Single,0.0,605.0,2.0,0.21,14947.0,12519.0,4339.0,72.0,Personal,Urban,Not Graduate,Female,MNC,No
207.0,14183.0,936.0,Contract,26.0,,1.0,720.0,0.0,0.21,17175.0,32115.0,20656.0,24.0,Home,Semiurban,Graduate,Male,Private,Yes
208.0,14874.0,6402.0,,,Married,0.0,676.0,0.0,0.24,4988.0,,28497.0,72.0,Car,Urban,Graduate,Female,Private,No
209.0,7539.0,3845.0,Salaried,48.0,Married,2.0,766.0,,0.16,19098.0,2832.0,34009.0,12.0,Business,Urban,Graduate,Male,MNC,No
210.0,11637.0,1796.0,Salaried,25.0,Married,0.0,711.0,1.0,0.42,15676.0,42368.0,15878.0,60.0,Personal,Urban,Graduate,Female,Government,No
211.0,17586.0,8245.0,Self-employed,38.0,Married,1.0,778.0,0.0,0.14,15432.0,23889.0,38501.0,24.0,Business,Rural,Graduate,Female,Government,Yes
212.0,4557.0,7214.0,Salaried,46.0,Married,2.0,579.0,3.0,0.17,19264.0,49386.0,39455.0,48.0,Home,Rural,Graduate,Female,Private,No
213.0,7592.0,726.0,Salaried,40.0,Married,0.0,620.0,0.0,0.42,9131.0,40938.0,25126.0,72.0,Education,,,Female,Self,No
,,2736.0,Unemployed,47.0,Single,1.0,747.0,2.0,0.27,,,4214.0,,Car,Semiurban,Not Graduate,Male,Private,Yes
215.0,4200.0,1913.0,Self-employed,32.0,Married,2.0,667.0,2.0,0.45,19433.0,7299.0,39053.0,24.0,Personal,,Graduate,Male,Self,No
,16172.0,7657.0,Contract,27.0,Married,0.0,604.0,,0.38,3872.0,8830.0,8912.0,24.0,Home,Semiurban,Graduate,Female,MNC,No
217.0,4961.0,2466.0,Self-employed,23.0,Single,3.0,616.0,1.0,0.23,,45207.0,15907.0,,Home,Urban,,Male,Government,No
218.0,,7312.0,Self-employed,30.0,Single,1.0,,0.0,0.43,16188.0,38570.0,9286.0,36.0,Business,Semiurban,Graduate,Male,Private,No
219.0,13969.0,8194.0,Salaried,54.0,Married,0.0,552.0,2.0,0.16,17056.0,23441.0,38941.0,72.0,Education,Rural,Not Graduate,Male,Government,No
220.0,4869.0,7906.0,Salaried,45.0,Married,1.0,575.0,3.0,0.37,699.0,7615.0,25830.0,84.0,Car,Semiurban,Graduate,Male,Government,No
221.0,19340.0,4876.0,Salaried,55.0,Married,0.0,606.0,4.0,0.32,12836.0,7762.0,34372.0,60.0,Home,Rural,Graduate,,Government,No
222.0,15992.0,7287.0,Salaried,36.0,Single,2.0,675.0,1.0,0.23,17523.0,39311.0,10567.0,,Car,Semiurban,Graduate,Female,Government,Yes
223.0,7699.0,892.0,Contract,22.0,Single,2.0,701.0,1.0,0.4,18363.0,25709.0,17282.0,48.0,Home,,Graduate,Male,Self,No
224.0,5987.0,4675.0,Salaried,44.0,Single,2.0,602.0,,0.54,14405.0,,19283.0,48.0,,Urban,Not Graduate,Male,Government,No
225.0,15446.0,1933.0,Salaried,30.0,Married,3.0,747.0,0.0,0.6,653.0,24434.0,15278.0,84.0,Business,Urban,Graduate,Female,,No
226.0,3218.0,1380.0,Salaried,58.0,Single,2.0,592.0,2.0,0.4,3296.0,22343.0,6414.0,48.0,Education,Semiurban,Not Graduate,Male,Unemployed,No
227.0,6735.0,1290.0,Salaried,42.0,Married,1.0,737.0,1.0,0.3,6416.0,16739.0,30826.0,72.0,Home,Urban,Graduate,Male,Private,Yes
228.0,13296.0,1640.0,Salaried,,Married,0.0,735.0,0.0,0.21,3903.0,1666.0,30021.0,12.0,Personal,Rural,Not Graduate,Female,Self,Yes
229.0,6555.0,7490.0,Salaried,59.0,Married,1.0,598.0,1.0,0.23,2038.0,34044.0,2091.0,48.0,Car,Semiurban,Graduate,Female,Private,No
230.0,11146.0,1218.0,Salaried,,Married,0.0,591.0,1.0,0.34,14411.0,28883.0,8250.0,24.0,Home,Rural,Graduate,Male,Self,No
231.0,10050.0,5016.0,Salaried,49.0,Married,2.0,753.0,2.0,0.28,5109.0,15063.0,24236.0,48.0,Home,Rural,Graduate,Female,Private,Yes
232.0,14757.0,6881.0,Salaried,58.0,Single,1.0,790.0,4.0,0.56,10312.0,34649.0,17432.0,24.0,Personal,Rural,Graduate,Female,Government,Yes
233.0,19429.0,954.0,Contract,40.0,Single,0.0,777.0,1.0,0.28,11737.0,35828.0,33554.0,36.0,Home,Rural,Not Graduate,Male,Self,
234.0,8893.0,7291.0,,47.0,Married,0.0,743.0,,0.29,10336.0,48445.0,35624.0,12.0,Car,Semiurban,Graduate,Male,Private,No
235.0,16373.0,974.0,Salaried,40.0,Married,0.0,560.0,0.0,0.29,6748.0,40470.0,38264.0,12.0,Home,Urban,Not Graduate,Female,Unemployed,No
236.0,,4133.0,Self-employed,39.0,Married,1.0,,2.0,0.52,11309.0,10429.0,34917.0,84.0,Car,Rural,Graduate,Male,Government,No
237.0,5436.0,5370.0,Salaried,40.0,Married,1.0,647.0,0.0,0.43,6848.0,49621.0,24660.0,72.0,Home,,Not Graduate,Male,Private,No
238.0,10754.0,3972.0,Contract,55.0,Married,1.0,767.0,4.0,0.41,5659.0,33926.0,22697.0,72.0,Education,Rural,Graduate,Female,Private,No
239.0,12677.0,5295.0,Salaried,22.0,,1.0,695.0,3.0,0.27,3887.0,49764.0,24416.0,60.0,Business,Semiurban,Not Graduate,Male,MNC,No
240.0,7895.0,8228.0,,50.0,Married,2.0,634.0,2.0,0.51,3454.0,38997.0,8786.0,36.0,Education,Semiurban,Not Graduate,Male,Private,No
241.0,18609.0,3020.0,Self-employed,54.0,Married,0.0,,3.0,0.12,5979.0,41724.0,9930.0,84.0,Car,,Graduate,Male,Self,Yes
242.0,17636.0,8987.0,Salaried,42.0,Married,0.0,653.0,2.0,0.54,18229.0,33269.0,14913.0,72.0,Car,Semiurban,Graduate,Female,Self,No
243.0,9022.0,4036.0,Self-employed,23.0,Single,1.0,729.0,4.0,0.36,3753.0,32704.0,2928.0,24.0,Car,Urban,Graduate,,MNC,Yes
244.0,11151.0,5068.0,Salaried,26.0,Single,1.0,595.0,3.0,0.3,,29391.0,38080.0,36.0,Home,Urban,Graduate,Male,Self,No
245.0,7600.0,5233.0,Contract,35.0,Single,0.0,593.0,4.0,0.35,13145.0,25187.0,,12.0,Business,Semiurban,Graduate,Male,Government,No
246.0,9996.0,317.0,Salaried,47.0,Single,0.0,571.0,2.0,0.43,,,2957.0,24.0,Car,Semiurban,Graduate,Male,MNC,No
247.0,11007.0,2396.0,Salaried,30.0,Married,0.0,730.0,0.0,0.11,5102.0,3526.0,21403.0,84.0,Car,Urban,Not Graduate,,Unemployed,Yes
248.0,14946.0,2162.0,Self-employed,29.0,Married,1.0,736.0,2.0,0.54,13518.0,25686.0,18730.0,84.0,Personal,Rural,Not Graduate,Female,Self,Yes
,6642.0,2745.0,Salaried,53.0,Single,0.0,771.0,0.0,0.32,8705.0,8803.0,1352.0,36.0,Car,Rural,Graduate,Male,Private,
250.0,13312.0,1591.0,Salaried,52.0,Married,,663.0,2.0,0.27,146.0,33668.0,,12.0,Education,,Graduate,Female,Private,No
251.0,9679.0,6183.0,Self-employed,26.0,Married,2.0,784.0,1.0,0.17,6343.0,7574.0,11072.0,72.0,Car,Semiurban,Not Graduate,Female,Government,Yes
252.0,10208.0,3930.0,Contract,56.0,Married,0.0,674.0,2.0,0.32,16143.0,9733.0,28728.0,24.0,Personal,Rural,Graduate,Female,Government,
253.0,12716.0,1312.0,Salaried,22.0,Married,3.0,,0.0,0.35,15601.0,8257.0,,24.0,Car,Urban,Graduate,Male,,No
254.0,19453.0,4311.0,Contract,49.0,Married,1.0,579.0,0.0,0.3,17855.0,37051.0,21010.0,12.0,Education,Semiurban,Graduate,Male,Private,No
255.0,5444.0,7314.0,Unemployed,24.0,Married,1.0,557.0,1.0,0.44,7475.0,16909.0,37483.0,24.0,Car,Urban,Not Graduate,Female,Government,No
256.0,12757.0,2383.0,Contract,21.0,Single,2.0,,4.0,0.31,15991.0,25146.0,27107.0,72.0,Personal,,Not Graduate,Male,Private,No
257.0,16434.0,3239.0,Salaried,39.0,Married,2.0,606.0,1.0,0.58,15565.0,12802.0,13160.0,72.0,Home,Semiurban,Graduate,Male,Private,No
258.0,3060.0,2139.0,Self-employed,46.0,Married,1.0,660.0,1.0,0.4,1545.0,8896.0,39901.0,72.0,Business,,Not Graduate,Male,Private,No
259.0,5420.0,1704.0,Salaried,45.0,Married,1.0,622.0,3.0,0.5,9336.0,29133.0,24504.0,12.0,Car,Urban,Graduate,Female,Self,No
260.0,2301.0,6924.0,Unemployed,30.0,Married,0.0,664.0,2.0,0.15,3663.0,14526.0,32051.0,48.0,Car,Urban,Not Graduate,Male,Government,No
261.0,14468.0,362.0,Salaried,35.0,Married,0.0,,1.0,0.3,15097.0,12278.0,30628.0,48.0,Education,Semiurban,Graduate,Male,Private,No
262.0,18990.0,2604.0,Salaried,42.0,Married,0.0,781.0,1.0,0.27,8058.0,47010.0,29499.0,84.0,Education,Semiurban,,Male,Private,Yes
263.0,2699.0,4286.0,Self-employed,41.0,Married,0.0,574.0,0.0,0.38,10960.0,26551.0,3688.0,84.0,Car,Semiurban,Graduate,Female,,No
264.0,2190.0,3738.0,Salaried,42.0,Married,0.0,568.0,4.0,0.53,15432.0,26298.0,35905.0,24.0,Business,Urban,Graduate,Male,Self,No
265.0,12492.0,2469.0,Unemployed,56.0,Married,0.0,554.0,0.0,0.14,7709.0,36338.0,,72.0,Home,Semiurban,Graduate,Male,Self,No
266.0,19364.0,4795.0,Unemployed,54.0,Married,2.0,624.0,1.0,0.14,12013.0,23191.0,24481.0,24.0,Business,Urban,Graduate,Male,Private,Yes
267.0,4975.0,6150.0,Self-employed,50.0,,2.0,756.0,0.0,0.53,18207.0,34092.0,28024.0,12.0,Personal,Urban,Graduate,Male,Private,No
268.0,8102.0,556.0,Salaried,45.0,Married,3.0,677.0,0.0,0.21,,,4703.0,,Personal,Semiurban,Not Graduate,Male,Unemployed,Yes
269.0,19568.0,2808.0,Self-employed,48.0,Married,1.0,621.0,3.0,0.43,5878.0,10721.0,4763.0,60.0,,Semiurban,Not Graduate,Male,Private,No
270.0,3816.0,5150.0,Salaried,21.0,Single,2.0,760.0,0.0,0.37,3918.0,39413.0,14680.0,48.0,Business,Urban,Graduate,Female,Government,Yes
271.0,2569.0,,Salaried,24.0,Married,2.0,764.0,,0.52,18741.0,31279.0,37913.0,,Car,Urban,Not Graduate,Male,Private,No
,7442.0,2719.0,Contract,27.0,Married,1.0,704.0,1.0,0.16,1566.0,15404.0,21656.0,24.0,Business,Semiurban,Graduate,Female,Private,Yes
273.0,3895.0,6506.0,Salaried,29.0,Married,0.0,589.0,0.0,0.16,8487.0,5486.0,33515.0,36.0,Home,Urban,Not Graduate,Male,Private,No
,5863.0,3741.0,Salaried,56.0,Single,3.0,773.0,0.0,0.38,7615.0,36198.0,,24.0,Business,Urban,Graduate,Male,Government,No
275.0,14913.0,3998.0,Unemployed,39.0,Single,1.0,575.0,3.0,0.57,4315.0,29687.0,20245.0,60.0,Personal,Semiurban,Graduate,Male,Private,No
276.0,9455.0,2403.0,Salaried,21.0,Single,1.0,576.0,,0.31,7056.0,,26061.0,48.0,Home,Urban,Graduate,Male,Private,No
277.0,6014.0,8780.0,Salaried,30.0,Single,0.0,739.0,4.0,0.26,16563.0,1567.0,37818.0,36.0,Personal,Urban,Not Graduate,,Private,No
278.0,13093.0,294.0,Unemployed,56.0,Married,0.0,632.0,3.0,0.4,4471.0,3179.0,36682.0,12.0,Personal,,Graduate,Male,Private,No
279.0,5009.0,5343.0,Salaried,29.0,Single,2.0,,2.0,0.57,18796.0,3019.0,10653.0,84.0,Personal,,Graduate,Female,Private,No
280.0,18538.0,1136.0,Contract,52.0,Married,1.0,727.0,0.0,0.52,1106.0,16919.0,21842.0,12.0,Car,Semiurban,Graduate,Male,Private,No
281.0,12729.0,2064.0,Unemployed,52.0,Married,0.0,719.0,3.0,0.6,6992.0,20703.0,22188.0,48.0,Car,Semiurban,Graduate,,Private,No
282.0,3409.0,7009.0,Unemployed,26.0,Married,0.0,706.0,3.0,0.11,16460.0,19704.0,14237.0,,Business,Semiurban,Graduate,Male,Self,Yes
283.0,14249.0,4543.0,Self-employed,58.0,Married,1.0,716.0,3.0,0.16,7936.0,19030.0,38025.0,12.0,Car,Rural,Not Graduate,Male,Government,Yes
284.0,2784.0,1007.0,Salaried,37.0,Single,1.0,737.0,,,6440.0,4909.0,19110.0,60.0,Car,Semiurban,Graduate,Male,Private,No
285.0,10096.0,5445.0,Salaried,30.0,,0.0,718.0,0.0,0.51,3741.0,9015.0,2454.0,24.0,Personal,Urban,Graduate,,Private,No
286.0,9560.0,5352.0,Contract,47.0,Single,2.0,582.0,3.0,0.24,13082.0,4420.0,39396.0,48.0,Home,Semiurban,Graduate,Male,Government,No
287.0,14533.0,1435.0,Contract,55.0,Married,0.0,760.0,3.0,0.22,3130.0,48653.0,21029.0,84.0,Personal,Semiurban,Not Graduate,Male,Private,Yes
288.0,9343.0,571.0,Salaried,41.0,Married,0.0,778.0,4.0,0.49,2101.0,17740.0,6390.0,36.0,Personal,Semiurban,Graduate,Male,Private,Yes
,9206.0,2382.0,,45.0,Married,2.0,760.0,0.0,0.13,3111.0,41253.0,24502.0,24.0,Personal,Semiurban,Graduate,Male,Self,Yes
290.0,7801.0,5084.0,Salaried,48.0,Married,0.0,646.0,0.0,0.28,16989.0,31328.0,26717.0,12.0,Car,Rural,Graduate,Male,MNC,No
291.0,18921.0,277.0,Salaried,35.0,Single,2.0,660.0,0.0,0.35,141.0,20465.0,21615.0,12.0,Car,Semiurban,Graduate,Male,Government,No
292.0,7986.0,7059.0,Self-employed,24.0,Married,2.0,565.0,3.0,0.38,19516.0,5131.0,3481.0,36.0,Car,Urban,Graduate,Male,Private,No
293.0,12647.0,1887.0,,49.0,,2.0,572.0,0.0,0.46,15945.0,11652.0,7943.0,60.0,Business,Urban,Not Graduate,Male,MNC,No
294.0,10716.0,1265.0,Unemployed,29.0,Single,0.0,684.0,0.0,0.28,16472.0,22507.0,23495.0,36.0,Home,Semiurban,Graduate,Male,Private,Yes
,14323.0,7491.0,Self-employed,47.0,Married,0.0,575.0,4.0,0.41,,48147.0,10126.0,48.0,Education,Urban,Graduate,Male,Unemployed,No
296.0,6780.0,1040.0,Salaried,,Single,0.0,645.0,0.0,0.39,4332.0,48671.0,30504.0,36.0,Personal,Urban,Graduate,Male,Private,No
297.0,4368.0,8073.0,Self-employed,39.0,Married,1.0,561.0,3.0,0.37,6053.0,49681.0,,12.0,Education,Urban,Graduate,Male,Private,No
298.0,14039.0,2752.0,,48.0,Married,2.0,621.0,1.0,0.42,8745.0,24806.0,34654.0,60.0,Car,,,Male,Government,No
299.0,,8213.0,Self-employed,,Married,,682.0,3.0,0.23,1550.0,20171.0,13597.0,60.0,Car,Rural,Graduate,Male,MNC,Yes
300.0,10173.0,4569.0,Self-employed,40.0,Married,2.0,655.0,2.0,0.14,,21593.0,1878.0,,Education,Urban,Not Graduate,Male,MNC,Yes
301.0,6495.0,6353.0,Contract,59.0,Married,3.0,769.0,4.0,0.16,2484.0,10470.0,28699.0,36.0,Home,Urban,Graduate,,Government,Yes
302.0,12893.0,,Contract,43.0,Single,2.0,666.0,4.0,0.21,15377.0,45308.0,4070.0,48.0,Home,Urban,Not Graduate,Female,,No
303.0,15403.0,7437.0,Salaried,,Single,0.0,746.0,0.0,0.35,3560.0,22326.0,13201.0,12.0,Car,Semiurban,Graduate,Male,Government,Yes
304.0,15121.0,4799.0,,53.0,Single,0.0,726.0,0.0,0.52,17205.0,5597.0,3697.0,24.0,Education,Urban,Graduate,Female,Self,No
305.0,12966.0,686.0,Self-employed,25.0,,2.0,575.0,1.0,0.45,10781.0,38304.0,39061.0,60.0,Personal,Semiurban,Graduate,Male,Unemployed,
306.0,2853.0,8476.0,Salaried,54.0,Married,0.0,682.0,2.0,0.49,12507.0,31788.0,22847.0,36.0,Personal,Urban,Not Graduate,Male,Private,No
307.0,18958.0,4811.0,Salaried,31.0,Married,0.0,571.0,3.0,0.28,18228.0,43725.0,18012.0,72.0,Business,Semiurban,Graduate,Female,Private,No
308.0,19532.0,8954.0,Salaried,23.0,Married,1.0,756.0,1.0,0.3,13026.0,37930.0,35655.0,48.0,Car,Rural,Not Graduate,Female,MNC,
309.0,11907.0,5346.0,Self-employed,53.0,Single,2.0,562.0,2.0,0.3,10372.0,34071.0,12361.0,48.0,Business,Urban,Graduate,Female,MNC,No
310.0,6777.0,5043.0,Salaried,,Married,0.0,705.0,0.0,0.2,6552.0,6067.0,8204.0,84.0,Car,Semiurban,Not Graduate,Male,Private,No
311.0,,2428.0,Self-employed,36.0,Married,2.0,710.0,3.0,0.13,,6024.0,22785.0,12.0,Business,Semiurban,Graduate,Male,Private,Yes
312.0,4491.0,5126.0,Unemployed,,Married,,656.0,4.0,0.4,16425.0,8715.0,1259.0,60.0,,Rural,Graduate,Male,MNC,No
313.0,17328.0,8220.0,Salaried,50.0,Single,1.0,572.0,1.0,0.59,16707.0,32770.0,33803.0,12.0,Car,Semiurban,Graduate,Male,Government,No
314.0,16599.0,7813.0,Salaried,30.0,Married,0.0,646.0,1.0,0.18,4140.0,12226.0,30820.0,,Personal,Semiurban,Graduate,Male,Government,Yes
315.0,5051.0,3356.0,Salaried,38.0,Married,0.0,784.0,0.0,0.12,17567.0,36399.0,14932.0,24.0,,Rural,Graduate,Female,Private,Yes
316.0,17979.0,8707.0,Contract,58.0,Married,2.0,567.0,2.0,0.49,15350.0,14412.0,6782.0,24.0,Personal,Semiurban,Graduate,Male,MNC,No
317.0,18388.0,7266.0,Salaried,39.0,Married,2.0,791.0,,0.23,7696.0,48805.0,29405.0,24.0,Car,Urban,Graduate,Male,Private,Yes
318.0,2876.0,6540.0,Salaried,56.0,Married,2.0,666.0,0.0,0.51,3082.0,45415.0,11262.0,48.0,Home,Urban,Graduate,Male,Private,No
319.0,6142.0,38.0,Salaried,33.0,,1.0,579.0,1.0,0.45,18107.0,13569.0,4530.0,60.0,Personal,Semiurban,Graduate,Male,,No
320.0,17202.0,3342.0,Contract,23.0,Single,0.0,575.0,1.0,0.57,18246.0,3369.0,,12.0,Personal,Rural,Graduate,Male,MNC,No
321.0,8966.0,2844.0,Salaried,30.0,Married,0.0,693.0,2.0,0.3,849.0,45427.0,23281.0,12.0,Home,Rural,Graduate,Female,,No
322.0,9079.0,1098.0,,58.0,Single,2.0,754.0,2.0,0.43,5756.0,33021.0,11765.0,72.0,Personal,Rural,Graduate,Male,Self,No
323.0,9987.0,7027.0,Unemployed,21.0,Single,0.0,588.0,0.0,0.33,15830.0,1528.0,30598.0,24.0,Car,Rural,Graduate,Male,Private,No
324.0,8799.0,1823.0,Salaried,47.0,Single,0.0,710.0,3.0,0.42,3261.0,44270.0,9091.0,60.0,Car,Semiurban,Not Graduate,Female,MNC,No
325.0,6465.0,3155.0,Contract,28.0,Married,1.0,703.0,3.0,0.32,9617.0,31314.0,19021.0,60.0,Car,Rural,Graduate,Female,Self,Yes
326.0,19019.0,3093.0,Salaried,37.0,Married,0.0,725.0,1.0,0.19,8597.0,38443.0,,72.0,Education,Semiurban,Graduate,Female,Self,Yes
327.0,15417.0,5658.0,Contract,29.0,Single,0.0,742.0,0.0,0.35,17011.0,19047.0,5329.0,36.0,Personal,Semiurban,Graduate,,MNC,No
328.0,10311.0,3778.0,Self-employed,26.0,Single,1.0,790.0,3.0,0.36,4811.0,,29685.0,60.0,Car,Urban,Graduate,Male,Private,Yes
329.0,19214.0,2896.0,Contract,45.0,Married,0.0,715.0,4.0,0.51,3064.0,36109.0,36236.0,60.0,Personal,Urban,Graduate,Female,Government,
330.0,16098.0,988.0,Salaried,59.0,Single,0.0,679.0,0.0,0.47,17642.0,14919.0,3030.0,12.0,Business,,Graduate,Male,MNC,No
331.0,7177.0,4116.0,Salaried,,Married,,662.0,1.0,0.43,11367.0,48498.0,11251.0,72.0,Car,Semiurban,Graduate,Female,Self,No
332.0,16262.0,,Salaried,53.0,Married,2.0,683.0,0.0,0.16,16517.0,16256.0,36583.0,60.0,Business,Urban,Graduate,Female,Government,No
,10308.0,4179.0,Salaried,57.0,Married,0.0,595.0,2.0,0.46,15660.0,5905.0,27382.0,60.0,Home,Urban,Not Graduate,Male,Private,No
334.0,7949.0,1682.0,Salaried,29.0,Married,,599.0,,,18877.0,49307.0,17367.0,12.0,Business,Rural,Graduate,,Self,No
335.0,3150.0,5626.0,Salaried,38.0,,0.0,715.0,1.0,0.55,6265.0,49023.0,11361.0,60.0,Personal,Semiurban,,,Government,No
336.0,3931.0,7424.0,Salaried,41.0,Single,1.0,655.0,2.0,0.56,5461.0,9884.0,26171.0,12.0,Home,Semiurban,Graduate,Female,Private,No
337.0,11204.0,933.0,Salaried,22.0,Married,2.0,765.0,2.0,0.13,13475.0,29906.0,15050.0,36.0,Car,Semiurban,Graduate,Male,MNC,Yes
,3081.0,3598.0,Contract,58.0,Married,2.0,695.0,1.0,0.51,13268.0,42911.0,17123.0,48.0,Education,Semiurban,Not Graduate,Female,Private,No
339.0,18896.0,1980.0,Salaried,56.0,Married,2.0,704.0,1.0,0.12,3663.0,6950.0,3868.0,84.0,Business,Urban,Graduate,Male,Private,Yes
340.0,15407.0,3056.0,Salaried,57.0,Married,0.0,,2.0,0.28,10629.0,2360.0,19635.0,12.0,Personal,Semiurban,Graduate,Male,Self,Yes
341.0,9805.0,8984.0,Salaried,35.0,Married,0.0,621.0,0.0,0.37,12813.0,38895.0,5191.0,12.0,Home,Rural,Not Graduate,Female,Government,No
342.0,7237.0,791.0,Salaried,48.0,Single,2.0,769.0,0.0,0.17,17022.0,22946.0,35938.0,60.0,Car,Urban,Graduate,Male,Private,Yes
